,index,country_region_code,country_region,adm1,adm2,metro_area,iso_3166_2_code,census_fips_code,place_id,date_heat,retail_rec_heat,grocery_pharm_heat,parks_heat,transit_heat,workplaces_heat,residential_heat,location,control_day,thi_heat,datetime_heat,heat_ID,date_control,retail_rec_control,grocery_pharm_control,parks_control,transit_control,workplaces_control,residential_control,retail_rec_difference,grocery_pharm_difference,parks_difference,transit_difference,workplaces_difference,residential_difference,day_of_week,weekend,datetime_control,thi_control,temp_diff,datetime,Heat Wave Duration,dur_ranking,stage,month,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popden_dec,over60_dec,elev_1500m,time_x,rain_standard_control,time_y,rain_standard_heat
422,425,NG,Nigeria,Ekiti,Irepodun-Ifelodun,,,,ChIJ7YOS1hzjRxARBcWro8jaBjY,2022-04-07,,,,,26.0,,"Irepodun-Ifelodun, Ekiti",2022-02-24,37.11965772840716,2022-04-07,3df50fc2-34ac-4547-bc79-9948173d0396,2022-02-24,,,,,30.0,,,,,,-4.0,,3,0,2022-02-24,34.69229062398279,2.42736710442437,2022-04-07,3.0,0.27998912452419794,2.0,2,0.6666666666666666,False,488.9921875,0,7,8,8,0,2022-02-24,30.21978021978022,2022-04-07,96.15384615384616
423,426,NG,Nigeria,Ekiti,Irepodun-Ifelodun,,,,ChIJ7YOS1hzjRxARBcWro8jaBjY,2022-04-06,,,,,23.0,,"Irepodun-Ifelodun, Ekiti",2022-03-30,37.634338272942486,2022-04-06,3df50fc2-34ac-4547-bc79-9948173d0396,2022-03-30,,,,,29.0,,,,,,-6.0,,2,0,2022-03-30,34.83979649013947,2.794541782803016,2022-04-06,3.0,0.27998912452419794,1.0,3,0.3333333333333333,False,488.9921875,0,7,8,8,0,2022-03-30,70.32967032967034,2022-04-06,84.61538461538461
421,424,NG,Nigeria,Ekiti,Irepodun-Ifelodun,,,,ChIJ7YOS1hzjRxARBcWro8jaBjY,2022-03-24,,,,,40.0,,"Irepodun-Ifelodun, Ekiti",2022-02-24,36.29307852851024,2022-03-24,6fb524f0-4ce0-4d0d-ba9c-857262bcbd33,2022-02-24,,,,,30.0,,,,,,10.0,,3,0,2022-02-24,34.69229062398279,1.6007879045274507,2022-03-24,2.0,0.10054377379010332,1.0,2,0.5,False,488.9921875,0,7,8,8,0,2022-02-24,30.21978021978022,2022-03-24,94.5054945054945
1392,1400,NG,Nigeria,Taraba,Jalingo,,,,ChIJ8yjkLR_W-BAR01E1HrdBFEo,2022-04-23,,,,,76.0,,"Jalingo, Taraba",2022-03-26,40.04957363929282,2022-04-23,02e8ae1c-9320-4b44-a146-a4e31500bab7,2022-03-26,,,,,79.0,,,,,,-3.0,,5,1,2022-03-26,36.35685833883879,3.692715300454026,2022-04-23,4.0,0.41158238172920064,3.0,3,0.75,True,205.4080717488789,0,4,9,1,0,2022-03-26,15.934065934065933,2022-04-23,87.91208791208791
1393,1401,NG,Nigeria,Taraba,Jalingo,,,,ChIJ8yjkLR_W-BAR01E1HrdBFEo,2022-04-21,,,,,60.0,,"Jalingo, Taraba",2022-04-14,39.36276612458409,2022-04-21,02e8ae1c-9320-4b44-a146-a4e31500bab7,2022-04-14,,,,,59.0,,,,,,1.0,,3,0,2022-04-14,37.74397767620325,1.6187884483808404,2022-04-21,4.0,0.41158238172920064,1.0,4,0.25,True,205.4080717488789,0,4,9,1,0,2022-04-14,96.7032967032967,2022-04-21,87.36263736263736
1394,1402,NG,Nigeria,Taraba,Jalingo,,,,ChIJ8yjkLR_W-BAR01E1HrdBFEo,2022-04-24,,,,,81.0,,"Jalingo, Taraba",2022-04-10,39.7556884200485,2022-04-24,02e8ae1c-9320-4b44-a146-a4e31500bab7,2022-04-10,,,,,83.0,,,,,,-2.0,,6,1,2022-04-10,34.39901846426508,5.356669955783417,2022-04-24,4.0,0.41158238172920064,4.0,4,1.0,True,205.4080717488789,0,4,9,1,0,2022-04-10,48.35164835164835,2022-04-24,86.26373626373626
1385,1393,NG,Nigeria,Taraba,Jalingo,,,,ChIJ8yjkLR_W-BAR01E1HrdBFEo,2022-03-08,,,,,61.0,,"Jalingo, Taraba",2022-03-01,39.66791741641956,2022-03-08,43837f9e-3d76-4cfb-b4f0-f322032f7e06,2022-03-01,,,,,39.0,,,,,,22.0,,1,0,2022-03-01,35.45873397294389,4.209183443475673,2022-03-08,2.0,0.10054377379010332,1.0,3,0.5,False,205.4080717488789,0,4,9,1,0,2022-03-01,17.032967032967033,2022-03-08,76.37362637362637
1386,1394,NG,Nigeria,Taraba,Jalingo,,,,ChIJ8yjkLR_W-BAR01E1HrdBFEo,2022-03-09,,,,,66.0,,"Jalingo, Taraba",2022-03-02,39.54458071861742,2022-03-09,43837f9e-3d76-4cfb-b4f0-f322032f7e06,2022-03-02,,,,,42.0,,,,,,24.0,,2,0,2022-03-02,35.24373484246528,4.300845876152138,2022-03-09,2.0,0.10054377379010332,2.0,3,1.0,False,205.4080717488789,0,4,9,1,0,2022-03-02,43.68131868131868,2022-03-09,79.67032967032966
1387,1395,NG,Nigeria,Taraba,Jalingo,,,,ChIJ8yjkLR_W-BAR01E1HrdBFEo,2022-04-05,,,,,61.0,,"Jalingo, Taraba",2022-03-29,39.779399353780896,2022-04-05,a2c35ffe-b843-4ecb-b8f9-7af58dc76e52,2022-03-29,,,,,72.0,,,,,,-11.0,,1,0,2022-03-29,34.183629250820815,5.595770102960081,2022-04-05,5.0,0.5128874388254486,1.0,3,0.2,True,205.4080717488789,0,4,9,1,0,2022-03-29,40.934065934065934,2022-04-05,84.06593406593407
1388,1396,NG,Nigeria,Taraba,Jalingo,,,,ChIJ8yjkLR_W-BAR01E1HrdBFEo,2022-04-06,,,,,70.0,,"Jalingo, Taraba",2022-03-30,40.34581643563733,2022-04-06,a2c35ffe-b843-4ecb-b8f9-7af58dc76e52,2022-03-30,,,,,71.0,,,,,,-1.0,,2,0,2022-03-30,35.32552438753626,5.020292048101069,2022-04-06,5.0,0.5128874388254486,2.0,3,0.4,True,205.4080717488789,0,4,9,1,0,2022-03-30,7.6923076923076925,2022-04-06,82.96703296703298
1389,1397,NG,Nigeria,Taraba,Jalingo,,,,ChIJ8yjkLR_W-BAR01E1HrdBFEo,2022-04-07,,,,,65.0,,"Jalingo, Taraba",2022-03-31,40.77389187282989,2022-04-07,a2c35ffe-b843-4ecb-b8f9-7af58dc76e52,2022-03-31,,,,,69.0,,,,,,-4.0,,3,0,2022-03-31,35.84205355173279,4.9318383210971035,2022-04-07,5.0,0.5128874388254486,3.0,3,0.6,True,205.4080717488789,0,4,9,1,0,2022-03-31,7.6923076923076925,2022-04-07,81.86813186813187
1390,1398,NG,Nigeria,Taraba,Jalingo,,,,ChIJ8yjkLR_W-BAR01E1HrdBFEo,2022-04-08,,,,,78.0,,"Jalingo, Taraba",2022-04-01,41.06211108925905,2022-04-08,a2c35ffe-b843-4ecb-b8f9-7af58dc76e52,2022-04-01,,,,,98.0,,,,,,-20.0,,4,0,2022-04-01,37.313931512152,3.748179577107045,2022-04-08,5.0,0.5128874388254486,4.0,4,0.8,True,205.4080717488789,0,4,9,1,0,2022-04-01,75.27472527472527,2022-04-08,97.25274725274726
1391,1399,NG,Nigeria,Taraba,Jalingo,,,,ChIJ8yjkLR_W-BAR01E1HrdBFEo,2022-04-09,,,,,76.0,,"Jalingo, Taraba",2022-03-26,39.300441035517984,2022-04-09,a2c35ffe-b843-4ecb-b8f9-7af58dc76e52,2022-03-26,,,,,79.0,,,,,,-3.0,,5,1,2022-03-26,36.35685833883879,2.9435826966791936,2022-04-09,5.0,0.5128874388254486,5.0,3,1.0,True,205.4080717488789,0,4,9,1,0,2022-03-26,15.934065934065933,2022-04-09,93.95604395604396
180,183,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-27,,,263.0,,-1.0,,"Jere, Borno",2022-03-30,38.68901040818961,2022-04-27,46d59135-4d61-4da0-9065-1033ab4b040a,2022-03-30,,,296.0,,18.0,,,,-33.0,,-19.0,,2,0,2022-03-30,33.54733368423254,5.141676723957069,2022-04-27,8.0,0.6905383360522023,5.0,3,0.625,True,316.57936507936506,0,4,9,4,0,2022-03-30,7.967032967032966,2022-04-27,68.68131868131869
183,186,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-28,,,277.0,,0.0,,"Jere, Borno",2022-03-31,39.82864973280169,2022-04-28,46d59135-4d61-4da0-9065-1033ab4b040a,2022-03-31,,,322.0,,24.0,,,,-45.0,,-24.0,,3,0,2022-03-31,34.92313271098671,4.905517021814987,2022-04-28,8.0,0.6905383360522023,6.0,3,0.75,True,316.57936507936506,0,4,9,4,0,2022-03-31,7.967032967032966,2022-04-28,100.0
186,189,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-29,,,256.0,,11.0,,"Jere, Borno",2022-03-25,39.06802749633793,2022-04-29,46d59135-4d61-4da0-9065-1033ab4b040a,2022-03-25,,,273.0,,29.0,,,,-17.0,,-18.0,,4,0,2022-03-25,33.49527440799611,5.57275308834182,2022-04-29,8.0,0.6905383360522023,7.0,3,0.875,True,316.57936507936506,0,4,9,4,0,2022-03-25,89.56043956043956,2022-04-29,96.15384615384616
189,192,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-23,,,213.0,,12.0,,"Jere, Borno",2022-03-26,38.87097637976213,2022-04-23,46d59135-4d61-4da0-9065-1033ab4b040a,2022-03-26,,,253.0,,19.0,,,,-40.0,,-7.0,,5,1,2022-03-26,32.668415026532315,6.202561353229818,2022-04-23,8.0,0.6905383360522023,1.0,3,0.125,True,316.57936507936506,0,4,9,4,0,2022-03-26,17.032967032967033,2022-04-23,37.91208791208791
190,193,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-30,,,232.0,,19.0,,"Jere, Borno",2022-03-26,39.86885918511289,2022-04-30,46d59135-4d61-4da0-9065-1033ab4b040a,2022-03-26,,,253.0,,19.0,,,,-21.0,,0.0,,5,1,2022-03-26,32.668415026532315,7.200444158580574,2022-04-30,8.0,0.6905383360522023,8.0,3,1.0,True,316.57936507936506,0,4,9,4,0,2022-03-26,17.032967032967033,2022-04-30,84.61538461538461
193,196,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-24,,,211.0,,21.0,,"Jere, Borno",2022-03-27,39.9108064439562,2022-04-24,46d59135-4d61-4da0-9065-1033ab4b040a,2022-03-27,,,247.0,,35.0,,,,-36.0,,-14.0,,6,1,2022-03-27,31.902389370732863,8.008417073223335,2022-04-24,8.0,0.6905383360522023,2.0,3,0.25,True,316.57936507936506,0,4,9,4,0,2022-03-27,26.64835164835165,2022-04-24,15.934065934065933
195,198,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-25,,,273.0,,8.0,,"Jere, Borno",2022-03-28,40.84038374159075,2022-04-25,46d59135-4d61-4da0-9065-1033ab4b040a,2022-03-28,,,314.0,,27.0,,,,-41.0,,-19.0,,0,0,2022-03-28,31.26452996995718,9.575853771633568,2022-04-25,8.0,0.6905383360522023,3.0,3,0.375,True,316.57936507936506,0,4,9,4,0,2022-03-28,70.32967032967034,2022-04-25,68.13186813186813
197,200,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-26,,,261.0,,4.0,,"Jere, Borno",2022-03-29,39.56800969441736,2022-04-26,46d59135-4d61-4da0-9065-1033ab4b040a,2022-03-29,,,289.0,,15.0,,,,-28.0,,-11.0,,1,0,2022-03-29,31.71701721681493,7.850992477602432,2022-04-26,8.0,0.6905383360522023,4.0,3,0.5,True,316.57936507936506,0,4,9,4,0,2022-03-29,49.175824175824175,2022-04-26,90.10989010989012
178,181,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-06,,,290.0,,13.0,,"Jere, Borno",2022-03-30,37.89589789013072,2022-04-06,758e54a1-e874-4dd5-a99c-60dabf1cb2e9,2022-03-30,,,296.0,,18.0,,,,-6.0,,-5.0,,2,0,2022-03-30,33.54733368423254,4.348564205898178,2022-04-06,12.0,0.9365415986949429,1.0,3,0.08333333333333333,True,316.57936507936506,0,4,9,4,0,2022-03-30,7.967032967032966,2022-04-06,66.20879120879121
179,182,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-13,,,282.0,,7.0,,"Jere, Borno",2022-03-30,38.69870037502717,2022-04-13,758e54a1-e874-4dd5-a99c-60dabf1cb2e9,2022-03-30,,,296.0,,18.0,,,,-14.0,,-11.0,,2,0,2022-03-30,33.54733368423254,5.151366690794632,2022-04-13,12.0,0.9365415986949429,8.0,3,0.6666666666666666,True,316.57936507936506,0,4,9,4,0,2022-03-30,7.967032967032966,2022-04-13,18.13186813186813
181,184,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-07,,,284.0,,12.0,,"Jere, Borno",2022-03-31,39.00394177436832,2022-04-07,758e54a1-e874-4dd5-a99c-60dabf1cb2e9,2022-03-31,,,322.0,,24.0,,,,-38.0,,-12.0,,3,0,2022-03-31,34.92313271098671,4.080809063381615,2022-04-07,12.0,0.9365415986949429,2.0,3,0.16666666666666666,True,316.57936507936506,0,4,9,4,0,2022-03-31,7.967032967032966,2022-04-07,87.91208791208791
182,185,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-14,,,284.0,,11.0,,"Jere, Borno",2022-03-31,39.45378790961375,2022-04-14,758e54a1-e874-4dd5-a99c-60dabf1cb2e9,2022-03-31,,,322.0,,24.0,,,,-38.0,,-13.0,,3,0,2022-03-31,34.92313271098671,4.530655198627045,2022-04-14,12.0,0.9365415986949429,9.0,3,0.75,True,316.57936507936506,0,4,9,4,0,2022-03-31,7.967032967032966,2022-04-14,96.7032967032967
184,187,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-08,,,250.0,,17.0,,"Jere, Borno",2022-03-25,39.84687423706058,2022-04-08,758e54a1-e874-4dd5-a99c-60dabf1cb2e9,2022-03-25,,,273.0,,29.0,,,,-23.0,,-12.0,,4,0,2022-03-25,33.49527440799611,6.351599829064469,2022-04-08,12.0,0.9365415986949429,3.0,3,0.25,True,316.57936507936506,0,4,9,4,0,2022-03-25,89.56043956043956,2022-04-08,20.87912087912088
185,188,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-15,,,242.0,,-1.0,,"Jere, Borno",2022-03-25,38.89596324496803,2022-04-15,758e54a1-e874-4dd5-a99c-60dabf1cb2e9,2022-03-25,,,273.0,,29.0,,,,-31.0,,-30.0,,4,0,2022-03-25,33.49527440799611,5.400688836971916,2022-04-15,12.0,0.9365415986949429,10.0,3,0.8333333333333334,True,316.57936507936506,0,4,9,4,0,2022-03-25,89.56043956043956,2022-04-15,99.45054945054946
187,190,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-09,,,234.0,,13.0,,"Jere, Borno",2022-03-26,39.08582878112797,2022-04-09,758e54a1-e874-4dd5-a99c-60dabf1cb2e9,2022-03-26,,,253.0,,19.0,,,,-19.0,,-6.0,,5,1,2022-03-26,32.668415026532315,6.417413754595657,2022-04-09,12.0,0.9365415986949429,4.0,3,0.3333333333333333,True,316.57936507936506,0,4,9,4,0,2022-03-26,17.032967032967033,2022-04-09,18.681318681318682
188,191,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-16,,,222.0,,21.0,,"Jere, Borno",2022-03-26,39.21408335367842,2022-04-16,758e54a1-e874-4dd5-a99c-60dabf1cb2e9,2022-03-26,,,253.0,,19.0,,,,-31.0,,2.0,,5,1,2022-03-26,32.668415026532315,6.545668327146103,2022-04-16,12.0,0.9365415986949429,11.0,3,0.9166666666666666,True,316.57936507936506,0,4,9,4,0,2022-03-26,17.032967032967033,2022-04-16,97.8021978021978
191,194,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-10,,,235.0,,25.0,,"Jere, Borno",2022-03-27,38.942089716593465,2022-04-10,758e54a1-e874-4dd5-a99c-60dabf1cb2e9,2022-03-27,,,247.0,,35.0,,,,-12.0,,-10.0,,6,1,2022-03-27,31.902389370732863,7.039700345860602,2022-04-10,12.0,0.9365415986949429,5.0,3,0.4166666666666667,True,316.57936507936506,0,4,9,4,0,2022-03-27,26.64835164835165,2022-04-10,95.6043956043956
192,195,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-17,,,224.0,,22.0,,"Jere, Borno",2022-03-27,39.51027827792701,2022-04-17,758e54a1-e874-4dd5-a99c-60dabf1cb2e9,2022-03-27,,,247.0,,35.0,,,,-23.0,,-13.0,,6,1,2022-03-27,31.902389370732863,7.607888907194145,2022-04-17,12.0,0.9365415986949429,12.0,3,1.0,True,316.57936507936506,0,4,9,4,0,2022-03-27,26.64835164835165,2022-04-17,93.4065934065934
194,197,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-11,,,302.0,,20.0,,"Jere, Borno",2022-03-28,39.320768780178526,2022-04-11,758e54a1-e874-4dd5-a99c-60dabf1cb2e9,2022-03-28,,,314.0,,27.0,,,,-12.0,,-7.0,,0,0,2022-03-28,31.26452996995718,8.056238810221345,2022-04-11,12.0,0.9365415986949429,6.0,3,0.5,True,316.57936507936506,0,4,9,4,0,2022-03-28,70.32967032967034,2022-04-11,97.25274725274726
196,199,NG,Nigeria,Borno,Jere,,,,ChIJR-i7RQmYBBER_iD_h9kTn-8,2022-04-12,,,271.0,,11.0,,"Jere, Borno",2022-03-29,39.99098565843374,2022-04-12,758e54a1-e874-4dd5-a99c-60dabf1cb2e9,2022-03-29,,,289.0,,15.0,,,,-18.0,,-4.0,,1,0,2022-03-29,31.71701721681493,8.273968441618813,2022-04-12,12.0,0.9365415986949429,7.0,3,0.5833333333333334,True,316.57936507936506,0,4,9,4,0,2022-03-29,49.175824175824175,2022-04-12,98.35164835164835
1289,1297,NG,Nigeria,Plateau,Jos North,,,,ChIJZbN_CGlyUxAR_p3nnab8Au8,2022-03-06,89.0,42.0,,-1.0,36.0,21.0,"Jos North, Plateau",2022-02-27,31.403833495246083,2022-03-06,18d2187b-a744-41e3-aba4-ddcaa959f83e,2022-02-27,64.0,26.0,,-7.0,22.0,18.0,25.0,16.0,,6.0,14.0,3.0,6,1,2022-02-27,29.098077701896266,2.3057557933498174,2022-03-06,3.0,0.27998912452419794,1.0,2,0.3333333333333333,False,1179.1382636655949,0,5,9,3,0,2022-02-27,34.89010989010989,2022-03-06,87.36263736263736
1290,1298,NG,Nigeria,Plateau,Jos North,,,,ChIJZbN_CGlyUxAR_p3nnab8Au8,2022-03-07,105.0,83.0,,27.0,47.0,21.0,"Jos North, Plateau",2022-02-28,31.515658696492544,2022-03-07,18d2187b-a744-41e3-aba4-ddcaa959f83e,2022-02-28,85.0,75.0,,23.0,37.0,16.0,20.0,8.0,,4.0,10.0,5.0,0,0,2022-02-28,29.45409858288868,2.061560113603864,2022-03-07,3.0,0.27998912452419794,2.0,2,0.6666666666666666,False,1179.1382636655949,0,5,9,3,0,2022-02-28,40.934065934065934,2022-03-07,80.76923076923077
1291,1299,NG,Nigeria,Plateau,Jos North,,,,ChIJZbN_CGlyUxAR_p3nnab8Au8,2022-03-08,115.0,81.0,,26.0,44.0,23.0,"Jos North, Plateau",2022-03-01,31.97243775629132,2022-03-08,18d2187b-a744-41e3-aba4-ddcaa959f83e,2022-03-01,93.0,66.0,,20.0,37.0,17.0,22.0,15.0,,6.0,7.0,6.0,1,0,2022-03-01,30.1454920228571,1.826945733434222,2022-03-08,3.0,0.27998912452419794,3.0,3,1.0,False,1179.1382636655949,0,5,9,3,0,2022-03-01,18.13186813186813,2022-03-08,17.582417582417584
1295,1303,NG,Nigeria,Plateau,Jos North,,,,ChIJZbN_CGlyUxAR_p3nnab8Au8,2022-04-01,118.0,109.0,,34.0,57.0,26.0,"Jos North, Plateau",2022-03-25,31.33846345875002,2022-04-01,319313b5-d630-4f34-ab83-cf6ffd1aea10,2022-03-25,106.0,96.0,,33.0,53.0,27.0,12.0,13.0,,1.0,4.0,-1.0,4,0,2022-03-25,29.42357824184004,1.9148852169099797,2022-04-01,11.0,0.8450244698205547,1.0,3,0.09090909090909091,True,1179.1382636655949,0,5,9,3,0,2022-03-25,82.96703296703298,2022-04-01,83.51648351648352
1296,1304,NG,Nigeria,Plateau,Jos North,,,,ChIJZbN_CGlyUxAR_p3nnab8Au8,2022-04-08,112.0,101.0,,37.0,50.0,29.0,"Jos North, Plateau",2022-03-25,32.404816945393904,2022-04-08,319313b5-d630-4f34-ab83-cf6ffd1aea10,2022-03-25,106.0,96.0,,33.0,53.0,27.0,6.0,5.0,,4.0,-3.0,2.0,4,0,2022-03-25,29.42357824184004,2.9812387035538634,2022-04-08,11.0,0.8450244698205547,8.0,3,0.7272727272727273,True,1179.1382636655949,0,5,9,3,0,2022-03-25,82.96703296703298,2022-04-08,87.91208791208791
1297,1305,NG,Nigeria,Plateau,Jos North,,,,ChIJZbN_CGlyUxAR_p3nnab8Au8,2022-04-02,128.0,91.0,,30.0,60.0,26.0,"Jos North, Plateau",2022-03-26,32.052707518968354,2022-04-02,319313b5-d630-4f34-ab83-cf6ffd1aea10,2022-03-26,113.0,84.0,,27.0,53.0,25.0,15.0,7.0,,3.0,7.0,1.0,5,1,2022-03-26,29.81524724306336,2.2374602759049935,2022-04-02,11.0,0.8450244698205547,2.0,3,0.18181818181818182,True,1179.1382636655949,0,5,9,3,0,2022-03-26,15.934065934065933,2022-04-02,18.681318681318682
1298,1306,NG,Nigeria,Plateau,Jos North,,,,ChIJZbN_CGlyUxAR_p3nnab8Au8,2022-04-09,117.0,93.0,,29.0,53.0,26.0,"Jos North, Plateau",2022-03-26,32.38664574093293,2022-04-09,319313b5-d630-4f34-ab83-cf6ffd1aea10,2022-03-26,113.0,84.0,,27.0,53.0,25.0,4.0,9.0,,2.0,0.0,1.0,5,1,2022-03-26,29.81524724306336,2.5713984978695663,2022-04-09,11.0,0.8450244698205547,9.0,3,0.8181818181818182,True,1179.1382636655949,0,5,9,3,0,2022-03-26,15.934065934065933,2022-04-09,52.74725274725275
1299,1307,NG,Nigeria,Plateau,Jos North,,,,ChIJZbN_CGlyUxAR_p3nnab8Au8,2022-04-03,112.0,70.0,,12.0,49.0,28.0,"Jos North, Plateau",2022-03-27,31.78233411577017,2022-04-03,319313b5-d630-4f34-ab83-cf6ffd1aea10,2022-03-27,117.0,53.0,,12.0,43.0,27.0,-5.0,17.0,,0.0,6.0,1.0,6,1,2022-03-27,29.26150010484792,2.5208340109222505,2022-04-03,11.0,0.8450244698205547,3.0,3,0.2727272727272727,True,1179.1382636655949,0,5,9,3,0,2022-03-27,23.626373626373624,2022-04-03,77.47252747252747
1300,1308,NG,Nigeria,Plateau,Jos North,,,,ChIJZbN_CGlyUxAR_p3nnab8Au8,2022-04-10,114.0,83.0,,18.0,49.0,30.0,"Jos North, Plateau",2022-03-27,31.38982190026181,2022-04-10,319313b5-d630-4f34-ab83-cf6ffd1aea10,2022-03-27,117.0,53.0,,12.0,43.0,27.0,-3.0,30.0,,6.0,6.0,3.0,6,1,2022-03-27,29.26150010484792,2.1283217954138927,2022-04-10,11.0,0.8450244698205547,10.0,3,0.9090909090909091,True,1179.1382636655949,0,5,9,3,0,2022-03-27,23.626373626373624,2022-04-10,92.3076923076923
1301,1309,NG,Nigeria,Plateau,Jos North,,,,ChIJZbN_CGlyUxAR_p3nnab8Au8,2022-04-04,102.0,103.0,,42.0,52.0,30.0,"Jos North, Plateau",2022-03-28,32.20100349850129,2022-04-04,319313b5-d630-4f34-ab83-cf6ffd1aea10,2022-03-28,106.0,90.0,,35.0,54.0,29.0,-4.0,13.0,,7.0,-2.0,1.0,0,0,2022-03-28,29.08904040025343,3.1119630982478554,2022-04-04,11.0,0.8450244698205547,4.0,3,0.36363636363636365,True,1179.1382636655949,0,5,9,3,0,2022-03-28,64.83516483516483,2022-04-04,76.92307692307693
1302,1310,NG,Nigeria,Plateau,Jos North,,,,ChIJZbN_CGlyUxAR_p3nnab8Au8,2022-04-11,113.0,112.0,,40.0,48.0,30.0,"Jos North, Plateau",2022-03-28,31.84548166063101,2022-04-11,319313b5-d630-4f34-ab83-cf6ffd1aea10,2022-03-28,106.0,90.0,,35.0,54.0,29.0,7.0,22.0,,5.0,-6.0,1.0,0,0,2022-03-28,29.08904040025343,2.756441260377578,2022-04-11,11.0,0.8450244698205547,11.0,3,1.0,True,1179.1382636655949,0,5,9,3,0,2022-03-28,64.83516483516483,2022-04-11,52.197802197802204
1303,1311,NG,Nigeria,Plateau,Jos North,,,,ChIJZbN_CGlyUxAR_p3nnab8Au8,2022-04-05,122.0,96.0,,34.0,44.0,30.0,"Jos North, Plateau",2022-03-29,32.25626150767012,2022-04-05,319313b5-d630-4f34-ab83-cf6ffd1aea10,2022-03-29,115.0,88.0,,31.0,51.0,29.0,7.0,8.0,,3.0,-7.0,1.0,1,0,2022-03-29,29.5740757248617,2.6821857828084177,2022-04-05,11.0,0.8450244698205547,5.0,3,0.45454545454545453,True,1179.1382636655949,0,5,9,3,0,2022-03-29,44.230769230769226,2022-04-05,70.6043956043956
1304,1312,NG,Nigeria,Plateau,Jos North,,,,ChIJZbN_CGlyUxAR_p3nnab8Au8,2022-04-06,117.0,110.0,,37.0,50.0,29.0,"Jos North, Plateau",2022-03-30,32.80586613549131,2022-04-06,319313b5-d630-4f34-ab83-cf6ffd1aea10,2022-03-30,108.0,110.0,,33.0,52.0,27.0,9.0,0.0,,4.0,-2.0,2.0,2,0,2022-03-30,29.887717560761544,2.918148574729763,2022-04-06,11.0,0.8450244698205547,6.0,3,0.5454545454545454,True,1179.1382636655949,0,5,9,3,0,2022-03-30,7.6923076923076925,2022-04-06,63.18681318681318
1305,1313,NG,Nigeria,Plateau,Jos North,,,,ChIJZbN_CGlyUxAR_p3nnab8Au8,2022-04-07,131.0,97.0,,37.0,46.0,30.0,"Jos North, Plateau",2022-03-17,33.29781585269509,2022-04-07,319313b5-d630-4f34-ab83-cf6ffd1aea10,2022-03-17,112.0,112.0,,35.0,52.0,29.0,19.0,-15.0,,2.0,-6.0,1.0,3,0,2022-03-17,29.55391057146096,3.7439052812341274,2022-04-07,11.0,0.8450244698205547,7.0,3,0.6363636363636364,True,1179.1382636655949,0,5,9,3,0,2022-03-17,47.527472527472526,2022-04-07,81.86813186813187
1292,1300,NG,Nigeria,Plateau,Jos North,,,,ChIJZbN_CGlyUxAR_p3nnab8Au8,2022-03-21,102.0,92.0,,32.0,56.0,29.0,"Jos North, Plateau",2022-03-14,31.34210374620229,2022-03-21,f2a155db-bf8b-4f13-b44a-ca2c0575c3b1,2022-03-14,107.0,111.0,,39.0,51.0,28.0,-5.0,-19.0,,-7.0,5.0,1.0,0,0,2022-03-14,28.93343392242164,2.4086698237806523,2022-03-21,3.0,0.27998912452419794,1.0,3,0.3333333333333333,False,1179.1382636655949,0,5,9,3,0,2022-03-14,34.89010989010989,2022-03-21,46.15384615384615
